,Title,Popularity,Drama,Comedy,Thriller,Action,Romance,Adventure,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,Music,War,Documentary,Western,Foreign,Quirky,Cerebral,Fast-Paced,Epic,Historical,Heartwarming,Creative,Independent,Tense,Realistic,Funny,New Release,Critically Acclaimed
133,Dark Shadows,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.25,-1.0,3.0,-2.75,0.0,1.0,0.0
134,Mission: Impossible - Rogue Nation,114,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,2.0,0.0
135,The Wolfman,21,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
136,Bee Movie,29,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
137,Kung Fu Panda 2,51,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.25,1.0,-0.25
138,The Last Airbender,33,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
139,Mission: Impossible III,63,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,5.0,0.0,1.0,0.0,0.0,-1.0,1.0,2.0,0.0,0.0,0.0
140,White House Down,39,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0
141,Mars Needs Moms,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-1.0,0.0,2.0,1.0,-3.0,-1.0,1.0,-1.0,1.0,-3.0,0.0,1.0,0.0
142,Flushed Away,22,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
143,Pan,48,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,-1.0,0.0,-2.0,0.0,2.0,0.0
144,Mr. Peabody & Sherman,38,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,-1.0,0.0,-1.0,1.0,2.0,0.0
145,Troy,66,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.25
146,Madagascar 3: Europe's Most Wanted,44,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
147,Die Another Day,54,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
148,Ghostbusters,66,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.25,2.0,0.25
149,Armageddon,58,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-0.75,0.75,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,-0.25
150,Men in Black II,91,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,3.0,3.0,-3.0,-1.0,1.0,-1.0,1.0,-3.0,0.0,0.0,0.0
151,Beowulf,35,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Kung Fu Panda 3,56,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-1.0,0.0,2.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.25,2.0,-0.25
153,Mission: Impossible - Ghost Protocol,77,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,2.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0
154,Rise of the Guardians,61,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0
155,Fun with Dick and Jane,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
156,The Last Samurai,52,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
157,Exodus: Gods and Kings,101,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0
158,Star Trek,73,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
159,Spider-Man,82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,-1.0,4.0,2.0,-3.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0
160,How to Train Your Dragon 2,100,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,-1.0,0.0,1.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,2.0,1.0
161,Gods of Egypt,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0
162,Stealth,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
163,Watchmen,64,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,0.0,0.0,-1.0
164,Lethal Weapon 4,24,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
165,Hulk,34,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,5.0,2.0,-3.0,1.0,0.0,-1.0,2.0,-3.0,0.0,0.0,0.0
166,G.I. Joe: Retaliation,59,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.75,5.25,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,-0.25
167,Sahara,21,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
168,Final Fantasy: The Spirits Within,26,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,-2.0,0.0,1.0,3.0,-6.0,-3.0,1.0,-1.0,1.0,-5.0,0.25,0.0,0.0
169,Captain America: The First Avenger,74,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,7.25,3.0,0.0,0.0,0.0,-2.0,-1.0,-4.0,1.0,1.0,-1.0
170,The World Is Not Enough,39,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
171,Master and Commander: The Far Side of the World,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
172,The Twilight Saga: Breaking Dawn - Part 2,99,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,1.0,0.0
173,Happy Feet Two,17,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.5
174,The Incredible Hulk,62,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,6.0,2.0,-3.0,0.0,0.0,-2.0,-1.0,-5.0,1.0,0.0,-1.0
175,The BFG,44,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-0.5,0.0,0.0,1.0,0.0,0.0,0.5,-2.0,0.0,0.0,0.5,2.0,0.25
176,The Revenant,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2.0,-1.0,1.0,-2.0,0.0,-1.0,4.0,2.0,-2.0,2.0,0.0
177,Turbo,44,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.5,1.0,-0.25
178,Rango,29,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,-1.0,0.0,-0.25,0.0,1.0,0.0
179,Penguins of Madagascar,84,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0
180,The Bourne Ultimatum,45,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,3.0,3.0,1.0,1.0,-3.0,0.0,-1.0,2.0,2.0,-2.0,0.0,0.25
181,Kung Fu Panda,84,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.25,0.0,-0.25
182,Ant-Man,120,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,6.0,2.0,-3.0,0.0,0.0,-2.0,-1.0,-5.0,1.25,2.0,-1.0
183,The Hunger Games: Catching Fire,76,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-3.0,3.0,3.0,2.0,-5.0,-3.0,0.0,-2.0,2.0,0.0,-3.0,1.0,0.0
184,Home,63,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,2.0,-3.0,1.0,1.0,-1.0,1.0,-3.0,1.0,2.0,0.0
185,War of the Worlds,48,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.5,0.0,0.0,2.0,-5.0,-2.0,0.5,-2.0,0.0,-1.0,0.0,0.0,0.5
186,Bad Boys II,38,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5,3.5,0.0,0.0,-2.0,0.0,-1.0,2.0,0.0,-1.0,0.0,0.0
187,Puss in Boots,20,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
188,Salt,48,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,0.0,8.0,0.0,1.0,-4.0,0.0,-1.0,3.0,2.0,-2.0,1.0,0.0
189,Noah,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0
190,The Adventures of Tintin,89,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-0.5,0.0,0.0,1.0,0.0,0.0,0.5,-2.0,0.0,0.0,0.0,1.0,0.5
191,Harry Potter and the Prisoner of Azkaban,79,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-3.0,0.0,0.0,1.0
192,Australia,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
193,After Earth,42,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,-3.0,-2.0,0.0,-1.0,0.0,-2.0,0.0,1.0,0.0
194,Dinosaur,26,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
195,Night at the Museum: Secret of the Tomb,115,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.25,2.0,0.0
196,Megamind,68,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,1.0,1.0,0.0
197,Harry Potter and the Philosopher's Stone,109,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,-1.0,1.0,-3.0,0.0,0.0,1.0
198,R.I.P.D.,39,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,2.0,1.0,0.0,1.0,0.0
199,Pirates of the Caribbean: The Curse of the Black Pearl,200,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,-1.0,0.0,-0.25,0.0,0.0,1.0
200,The Hunger Games: Mockingjay - Part 1,200,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2.0,0.0,2.0,3.0,-2.0,-2.0,0.0,-2.0,0.0,-4.0,0.0,2.0,0.0
201,The Da Vinci Code,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
202,Rio 2,42,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0
203,X2,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,6.0,2.0,-3.0,0.0,0.0,-2.0,-1.0,-5.0,1.0,0.0,-1.0
204,Fast Five,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0
205,Sherlock Holmes: A Game of Shadows,81,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
206,Clash of the Titans,47,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.25,0.0,1.0,0.0
207,Total Recall,43,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,-3.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
208,The 13th Warrior,27,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0
209,The Bourne Legacy,90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0
210,Batman & Robin,50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,-1.0,2.0,2.0,-3.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.25
211,How the Grinch Stole Christmas,45,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
212,The Day After Tomorrow,41,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
213,Mission: Impossible II,54,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,4.0,1.0,1.0,-2.0,0.0,-1.0,2.0,0.0,-2.0,0.0,0.0
214,The Perfect Storm,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.25
215,Fantastic 4: Rise of the Silver Surfer,60,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,6.0,2.0,-5.0,2.0,1.0,-2.0,-1.0,-4.0,1.0,0.0,-1.0
216,Life of Pi,51,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
217,Ghost Rider,46,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.25,0.0,0.0,-1.0
218,Jason Bourne,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,2.0,0.25
219,Charlie's Angels: Full Throttle,33,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.25,1.25,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-0.25
220,Prometheus,68,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-2.0,0.0,1.0,3.5,-6.0,-3.0,1.0,-1.0,1.0,-5.0,0.0,1.0,0.0
221,Stuart Little 2,27,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2.0,0.0,-1.0,-1.0,0.0,3.0,1.0,-1.0,-1.0,0.0,2.0,0.0,0.0
222,Elysium,67,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,-3.0,-2.0,0.0,-1.0,0.0,-2.0,0.0,1.0,0.25
223,The Chronicles of Riddick,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,-3.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
224,RoboCop,66,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.0,1.0,2.25,2.0,-6.0,-4.0,-1.0,-1.0,2.0,0.0,-1.0,2.0,0.0
225,Speed Racer,17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,0.0
226,How Do You Know,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.5,1.0,0.0
227,Knight and Day,44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
228,Oblivion,67,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,-3.0,-2.0,0.0,-1.0,0.0,-2.0,0.0,1.0,0.0
229,Star Wars: Episode III - Revenge of the Sith,44,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
230,Star Wars: Episode II - Attack of the Clones,43,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.25,-1.0,0.0,0.0,1.0,0.0,2.0,1.0,-2.0,0.0,0.0
231,"Monsters, Inc.",106,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,2.0,0.0,0.25,0.0,1.0
232,The Wolverine,15,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,-1.0,6.0,2.0,-3.0,0.0,0.0,-2.0,-1.0,-5.0,1.0,1.0,-1.0
233,Star Wars: Episode I - The Phantom Menace,54,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-1.0,0.0,0.25,0.0,0.0,0.0
234,The Croods,64,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-0.25,1.0,1.0,0.0
235,Asterix at the Olympic Games,20,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,-2.0,0.0,1.0,-1.0,0.0,-2.0,0.0,0.0,0.0
236,Windtalkers,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,-1.0,0.0,0.75,0.0,0.0,0.0
237,The Huntsman: Winter's War,60,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,-1.0,1.0,-2.75,0.0,2.0,0.0
238,Teenage Mutant Ninja Turtles,143,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,-1.0,7.0,2.0,-3.0,0.0,-1.0,-2.0,0.0,-2.0,1.0,2.0,-1.0
239,Gravity,110,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.25
240,Dante's Peak,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
241,Teenage Mutant Ninja Turtles: Out of the Shadows,39,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.0,0.0,2.0,1.0,0.0,1.0,0.0,-3.0,-1.0,-2.0,1.0,2.0,-1.0
242,Fantastic Four,38,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,6.0,2.0,-3.0,0.0,0.0,-2.0,-1.0,-5.0,1.0,2.0,-1.0
243,Night at the Museum,48,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.5,0.0,0.0
244,San Andreas,100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0
245,Tomorrow Never Dies,42,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
246,The Patriot,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0
247,Ocean's Twelve,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.25,0.25,1.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.5,0.0,0.5
248,Mr. & Mrs. Smith,44,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.25
249,Insurgent,103,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2.0,0.0,0.0,2.0,-3.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,2.0,0.0
250,The Aviator,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,3.5,1.0,0.0,-1.0,0.0,2.5,0.0,0.0,0.0
251,Gulliver's Travels,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.25,1.0,-0.25
252,The Green Hornet,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,7.0,3.0,-3.0,-3.0,0.0,-1.0,3.0,1.0,-1.0,1.0,0.0
253,300: Rise of an Empire,71,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0
254,The Smurfs,36,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,2.0,1.0,-2.0,0.0,1.0,-2.0,-1.0,-4.0,1.0,1.0,-1.0
255,Home on the Range,19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.25,0.0,0.0
256,Allegiant,86,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2.0,0.0,0.0,2.0,-3.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,2.0,0.0
257,Real Steel,37,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,-1.0,-2.0,2.0,0.0,1.0,0.0
258,The Smurfs 2,32,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
259,Speed 2: Cruise Control,23,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
260,Ender's Game,45,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
261,Live Free or Die Hard,48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-0.25,7.25,2.0,0.0,-4.0,0.0,-2.0,6.0,2.0,-2.0,0.0,-0.25
262,The Lord of the Rings: The Fellowship of the Ring,138,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
263,Around the World in 80 Days,22,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.25,0.0,0.0
264,Ali,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,3.0,1.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0
265,The Cat in the Hat,18,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,"I, Robot",95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.0,2.0,1.0,1.0,-6.0,-2.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0
267,Kingdom of Heaven,44,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1.0,0.0,0.25,0.0,0.0,0.0
